0	7.5	5.6	0.35 	4.0	6.5	7.6	7.5	7.6	9.2
7.5	0	2.7	6.8	4.2	1.1	1.4	2.2	4.3	4.9
5.6	2.7	0	5.3	2.2	1.8	2.7	1.7	3.4	4.2
0.35	6.8	5.3	0	3.7	6.5	7	6.8	8.6	9.3
4.0	4.2	2.2	3.7	0	3.3	3.9	3.6	4.5	4.2
6.5	1.1	1.8	6.5	3.3	0	2.6	1.6	3.1	4.1
7.6	1.4	2.7	7	3.9	2.6	0	2.9	5.2	5.3
7.5	2.2	1.7	6.8	3.6	1.6	2.9	0	2.6	3.7
7.6	4.3	3.4	8.6	4.5	3.1	5.2	2.6	0	2
9.2	4.9	4.2	9.3	4.2	4.1	5.3	3.7	2	0

